sample,Video Title,Video URL,Publish Date,Video Category,Comment,H/NH,Target Group,Hate Category,explanation
50,কলার খোসার যত উপকারিতা! | Channel 24,https://youtube.com/watch?v=c6wj-zInKCc,28-02-2022,Entertainment,গরু ছাগল এর রিজিকটাও মেরেদিলেন।🤔🤔🤔,H,Group,Personal Offence,"'গরু ছাগল' এর সাথে তুলনা করে মানুষের রিজিক মারা হয়েছে বলা হয়েছে, উক্তিটি অত্যন্ত অপমানজনক। এই ধরনের মন্তব্য দ্বারা ব্যক্তি বিশেষের প্রতি চরম অবজ্ঞা প্রকাশ করা হয়েছে।"
51,কলার খোসার যত উপকারিতা! | Channel 24,https://youtube.com/watch?v=c6wj-zInKCc,28-02-2022,Entertainment,বক্তব্যটি্তব্যটি এবার লে৷ টেলা বেছারা৷ ছাগল গরু গুলো কলা শুকলা গুলো খাইতো আর এখন মুখে মাকবে,H,Male,Personal Offence,"'ছাগল গরু' বলে বুদ্ধিহীনতার ইঙ্গিত এবং 'কলা শুকলা' খাওয়ার কথা উল্লেখ করে দরিদ্রতাকে ব্যঙ্গ করা হয়েছে, বক্তব্যটি ব্যক্তিগত আক্রমণ ও মর্যাদাহানির শামিল।"
52,কলার খোসার যত উপকারিতা! | Channel 24,https://youtube.com/watch?v=c6wj-zInKCc,28-02-2022,Entertainment,ঠটে কলা নাকি সাগর কলার খোষা🤣🤣🤣,H,Group,Abusive/Violence,"এখানে ""ঠোঁট""কে কলার খোসার সাথে তুলনা করে কুরুচিপূর্ণ ও অশ্লীলভাবে আক্রমণ করা হয়েছে, মন্তব্যটি সরাসরি যৌন ইঙ্গিতপূর্ণ এবং চরম অবমাননাকর।"
53,কলার খোসার যত উপকারিতা! | Channel 24,https://youtube.com/watch?v=c6wj-zInKCc,28-02-2022,Entertainment,কলার দাম বাড়ানোর ধান্দা,H,Organization,Personal Offence,"সরাসরি একটি উদ্দেশ্যকে (""কলার দাম বাড়ানো"") ""ধান্দা"" আখ্যা দিয়ে ব্যক্তিগতভাবে আক্রমণ করা হয়েছে, বাক্যটি অপমানজনক।"
54,কলার খোসার যত উপকারিতা! | Channel 24,https://youtube.com/watch?v=c6wj-zInKCc,28-02-2022,Entertainment,এইটা তো বলেন নাই এতে জে কেমিক্যাল আছে সেটা আপনার কতটা খতি করবে,H,Male,Personal Offence,"""আপনার কতটা ক্ষতি করবে"" - এই কথাটির মাধ্যমে ব্যক্তিগত ক্ষতির ইঙ্গিত দিয়ে আক্রমণ করা হয়েছে।"
55,"নিলয়-হিমি জুটির সফলতার রহস্য কী? । Niloy, Himi । Channel 24",https://youtube.com/watch?v=qB6k5BLh-yk,01-01-2023,Entertainment,কতটুকু মুর্খ হলে এদেরকে সফলতা বলে,H,Group,Personal Offence,"'মূর্খ' শব্দ ব্যবহার করে একটি গোষ্ঠীর বুদ্ধিমত্তা ও সক্ষমতা নিয়ে প্রশ্ন তোলা হয়েছে, যার মাধ্যমে সরাসরি তাদের ব্যক্তিগত মর্যাদাহানি করা হয়েছে। এই ধরনের মন্তব্য দ্বারা সমাজে তাদের অবদানকে অস্বীকার করা হয়।"
56,"নিলয়-হিমি জুটির সফলতার রহস্য কী? । Niloy, Himi । Channel 24",https://youtube.com/watch?v=qB6k5BLh-yk,01-01-2023,Entertainment,তোক আর বিয়া করা লাগবে না সারা জিবন এই রকম থাকিস। হুজুর সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন কিয়ামতের আগে আগে ঘরে ঘরে শিল্পী হবে ঘরে ঘরে নায়ক নায়িকা হবে।,H,"Female,Male","Personal Offence,Religious",ব্যক্তিগত জীবন নিয়ে মন্তব্য ও ধর্মীয় দৃষ্টিকোণ থেকে কটাক্ষ করা হয়েছে।
57,"নিলয়-হিমি জুটির সফলতার রহস্য কী? । Niloy, Himi । Channel 24",https://youtube.com/watch?v=qB6k5BLh-yk,01-01-2023,Entertainment,"নিলয় একটা বিটলা গাছের, আগাও খায় কুরিয়েও খায়, রিদিরে বিয়ে করার দরকার ছিলো কি হিমি পারফেট ছিলো",H,Male,Personal Offence,"নিলয়কে ""বিটলা গাছ"" এর সাথে তুলনা করে কুরুচিপূর্ণ ভাষায় আক্রমণ করা হয়েছে, যার মাধ্যমে অত্যন্ত অপমানজনক এবং ব্যক্তি বিশেষের প্রতি বিদ্বেষপূর্ণ মনোভাব প্রকাশ পায়।"
58,"নিলয়-হিমি জুটির সফলতার রহস্য কী? । Niloy, Himi । Channel 24",https://youtube.com/watch?v=qB6k5BLh-yk,01-01-2023,Entertainment,পেইংগেষ্ট হবে । ভুল শুধরে না-ও ।,H,"Male,Female",Personal Offence,ব্যক্তিগত জীবনে ভুল সিদ্ধান্তের প্রতি ইঙ্গিত করে অপমান করা হয়েছে।
59,"নিলয়-হিমি জুটির সফলতার রহস্য কী? । Niloy, Himi । Channel 24",https://youtube.com/watch?v=qB6k5BLh-yk,01-01-2023,Entertainment,ঘষাঘষি করে সময় পায়না। হার্ড ওয়ার্কিং কোথায় হয় আমার জানতে ইচ্ছে করে। 30 মিনিটের নাটকে আবার হার্ড,H,Group,Personal Offence,"শারীরিক সম্পর্কের ইঙ্গিতপূর্ণ ও কুরুচিপূর্ণ মন্তব্য করা হয়েছে, বক্তব্যটি একজন ব্যক্তির প্রতি চরম অবমাননাকর।"
60,"নিলয়-হিমি জুটির সফলতার রহস্য কী? । Niloy, Himi । Channel 24",https://youtube.com/watch?v=qB6k5BLh-yk,01-01-2023,Entertainment,একটা চালাক একটা বলদ তাই ঝুটি ভালো মিলছে 🙄,H,Group,Personal Offence,"'চালাক' ও 'বলদ' শব্দ ব্যবহার করে বুদ্ধিমত্তা নিয়ে ব্যঙ্গ করা হয়েছে, মন্তব্যটি সরাসরি ব্যক্তিগত আক্রমণ ও অপমানজনক। এই ধরনের মন্তব্য ব্যক্তির মেধা ও যোগ্যতাকে হেয় করে।"
