Text,Label,Political,Religious,Gender,Personal Offense,Abusive/Violence,Origin,Body Shaming,Misc,bangla,english
Jamat tor mayre codje.khankir pola,1,0,0,0,0,1,0,0,0,জামাত তোর মারে কোডজে।খানকির পোলা, Jamaat is your mother's code.
Fasi Hobe naki....😮😮😅😅,0,0,0,0,0,0,0,0,0,আশা হবে নাকি....😮😮😅😅, Will it be hope?😮😮😅😅
Bangladesh er Manush eshob r khabe na,0,0,0,0,0,0,0,0,0,বাংলাদেশ এর মানুষ এসব আর খাবে না, The people of Bangladesh will not eat it anymore.
Akon thoder ammare Dak shurer bachhara,1,0,0,0,1,0,0,0,0,এখন তোমাদের আমারে ডাকশুর ছাড়া, Now you have to let me go.
Shikh hasinar Digital Banglades,0,0,0,0,0,0,0,0,0,শেখ হাসিনার ডিজিটাল বাংলাদেস, Digital Bangla of Sheikh Hasina
Ata to sobi fosol katar jnno nai sobi e jana,0,0,0,0,0,0,0,0,0,এটা তো সবাই ফসল কাটার জন্য নাই সবাই এ জানা, It's not for everyone to harvest.
Mamla koira kam nai.oi ocre goni pitani diya mara hok.kobe kokhon diben aktu janaben.,1,0,0,0,0,1,0,0,0,মামা কইরা কাম নাই। ওই অক্রে গোনি পানি দিয়া মারা হয়। কবে কখন দিবেন একটু জানাবেন।, Don't be afraid that Occa goni is killed with water.
Subidha badi lok,0,0,0,0,0,0,0,0,0,শুভা বাড়ি লোক, Shubha household man
Erai parbe deshtake akta onno jaigai nie jete,0,0,0,0,0,0,0,0,0,এরাই পারবে দেশকে একটা অন্য জায়গায় নিয়ে যেতে, They can take the country to another place.
abar jaibo jail a😂,0,0,0,0,0,0,0,0,0,আবার যাবো জেল এ😂, I'll go back to jail.😂
Chuppu ka resign nite hobe,0,0,0,0,0,0,0,0,0,চুপ্পু কে পদত্যাগ নিতে হবে, Chumpu has to take resignation
Nuru 2.0 2:03,0,0,0,0,0,0,0,0,0,নুরু ২.০ ২:০৩, Nuru 2.0 2:03
Upostapika wonderful ❤❤❤❤❤,0,0,0,0,0,0,0,0,0,উপোস্টাপিকা ওয়ান্ডারফুল❤❤❤❤❤, Fostapika Wonderful❤❤❤❤❤
Genocide ar bichar hoba !!,0,0,0,0,0,0,0,0,0,গণহত্যা এর বিচার হবে!!, Massacre will be tried!!
"kaku, dog bite korese mone hoy.",0,0,0,0,0,0,0,0,0," কাকা, কুকুর কামড় করেছে মনে হয়।"," Uncle, I think a dog bit me."
Kanki tor jalai manus ottistto tui aber sobai ka mukkti da,1,0,0,0,1,0,0,0,0,কানকি তোর জ্বালাই মানুষ অত্যান্ত তুই আবার সবাই কে মুক্তি দে, Kanki is your trouble people are so much you release everyone again
I fuk fuk fuk you bangladesh police,1,0,0,0,0,1,0,0,0,আয়  ফুক ফুক ইউ বাংলাদেশ পুলিশ, Ai Fuk Fuk Yu Bangladesh Police
Amra Bangabandhu Sheikh Mujibur Rahman er soinik soinik,0,0,0,0,0,0,0,0,0,আমরা বঙ্গবন্ধু শেখ মুজিবুর রহমানের দৈনিক দৈনিক, We are the daily daily of Bangabandhu Sheikh Mujibur Rahman
2 jon student akjon nei tader boikat kora hok,0,0,0,0,0,0,0,0,0,২ জন স্টুডেন্ট একজন নেই তাদের বহিষ্কার করা হোক," Two students, one missing, expelled."
Style maniacs namok mohilar page ta re dekhen na apnra🙂 uni o j vondamir rom Roma bebsha krtece,0,0,0,0,0,0,0,0,0,স্টাইল ম্যানিয়াকস নামের মুভিলার পেজ টা রে দেখেন না আপনারা ইউনি ও যে ভান্ডামির রোম রোমা বিশ্বাঁশ করতেসে🙂, Don't you look at the Moviela page titled Style Maniacs who's ruining Rome Roma by Yuni?🙂
Sotti boltese onara...😴,0,0,0,0,0,0,0,0,0,সত্যি বলতেছে ওরা...😴, The truth is they...😴
Police kokhono vlo hbe na,0,0,0,0,0,0,0,0,0,পুলিশ কখনো ভালো হবে না, The police will never be good.
Tumader log bhang chur korche agun diche,0,0,0,0,0,0,0,0,0,তোমাদের লগ ভাংচুড় করছে আগুন দেছে, They've broken your logs and set them on fire.
Ahare ki maya!!! Apnader keo like korena,0,0,0,0,0,0,0,0,0,আরে কি মায়া!!! আপনাদের কেউ লাইক করেনা, No one likes you
Ar adorso koi palaise modi jamair kase😅,0,0,0,0,0,0,0,0,0,আর আদরসো কই পাইলেই মোদি জামাইর কাছে😅," And if Modi gets the Adarso, he gets to Modi's son-in-law.😅"
"Rani saheb ki bolte chailen bujhlam na . Tabe eituku bujhlam je  unar Pete pain hachhe ,  jole jachche bhitor .
Uni kichhu korben na, kebal criticism korben.",0,0,0,0,0,0,0,0,0," রানী সাহেব কি বলতে চাইলেন বুঝলাম না। তবে এটুকু বুঝলাম যে উনার পেতে পেইন হচ্ছে, জ্বলে যাচ্ছে ভিতর। উনি কিছু করবেন না, কেবল ক্রিটিজম করবেন।"," I didn't know what Rani Sahib was saying, but I knew that she was suffering from pain and burning inside, she wouldn't do anything, just criticize."
Ai diya report likhse,0,0,0,0,0,0,0,0,0,এই দিয়া রিপোর্ট লিখসে, He wrote the report with this.
Desh TV ar look goli morkh,0,0,0,0,0,0,0,0,0,দেশ টিভি এর লুক গোলি মর্খ, Luke Goli Morkh at Desh TV
Aapnar neta der karone aapnar poton holo,0,0,0,0,0,0,0,0,0,আপনার নেতা দের কারণে আপনার পতন হলো, Your leaders brought you down.
toke cinta korte hobena.,0,0,0,0,0,0,0,0,0,তোকে চিন্তা করতে হবেনা।, You don't have to worry.
hasinar sathe tu abar pirit korsis,0,0,0,0,0,0,0,0,0,হাসিনার সাথে তুই আবার পাইরেট করসি, You're pirated with Hasina again.
Tiktok e follower er kotha bolate ki hashi mukhe......magomaaaaa😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,1,0,0,0,1,0,0,0,0,ঠিকক এ ফলোয়ার এর কথা বলতে কি হাসি মুখে......মাগোমাআআ😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂, With a smile to say about the number of followers...😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Rony bi right bolen .kicu manus khamaka lapay .andolon are raj nite ak noy .,0,0,0,0,0,0,0,0,0,রনি বি রাইট বলেন.কিছু মানুষখামাকা পড়ে.আন্দোলন হচ্ছে রাজ নিতে এক নয়., Ronnie B. Wright says some people wear the flag.The movement is not one to take the king.
Constable dar use korsa sobai,0,0,0,0,0,0,0,0,0,কনস্টেবলদার ইউজ করছে সবাই, Constables are used.
Amio chai shoirachar nipat jak vp nur thik e boleche,0,0,0,0,0,0,0,0,0,আমিও চাই চট্টগ্রামের নিপাত যাক ভিপিএননুর ঠিক এ বলেছে, I want Chittagong to be destroyed VPNNur is right.
Sumon doya kore ai comment gulo  por. Tahale bujte parbe,0,0,0,0,0,0,0,0,0,সুমন দয়া করে এই কমেন্ট গুলো পর। তাহলে বুঝতে পারবে," Sumon, please read these comments and you'll understand"
Dewar moto gali nai,0,0,0,0,0,0,0,0,0,দেয়ার মতো গালি নাই, I don't have a slap.
Allahor adalote ki jobab dibi tora soitaner dol,1,0,0,0,1,0,0,0,0,আল্লাহর দোহাই দিয়ে কি জব্ব দিব তোরা শয়তানের দল, What am I gonna do for God's sake?
"Dalal dalal,ato manush morce tar bipokhe cilen,amra apnar cono catha sunbo na na na na na!!!!!!!!!!!!!!",1,0,0,0,1,0,0,0,0," দাদাল দাদাল,এত মানুষ মরসে তার ব্যাপারে ছিলেন,আমরা আপনার কোন কথা শুনব না না না না!!!!!!!!!!!"," Dal Dal, so many people were dead about him, we won't listen to you no no no no!!!!!!!!!!!"
ai natokio kanna dekhe ami hotas,0,0,0,0,0,0,0,0,0,এই নাটকও কান্না দেখে আমি হতাস, I am disappointed by this drama and tears
Rokeya pracir o kader siddiker opor hamala koro.keno,0,0,0,0,0,0,0,0,0,রোকেয়া প্রাচী ও কাদের সিদ্দিকীর উপর হামলা করো।কেন, Attack Rokeya Prachi and Kader Siddiqui.
Hsc prikha ki hobe,0,0,0,0,0,0,0,0,0,এইচএসসি পরীক্ষা কি হবে, What will be the HSC examination?
"Ei Gule Kory Ki Kory 
Hety Naki Hajje Korca",0,0,0,0,0,0,0,0,0,এই গুলো করি কি করি হেইটি নাকি হজে করসি, I don't know what to do. I don't know what to do.
Ei  loker  putki  ki  lal  kora  hoy  nai ?,1,0,0,0,0,1,0,0,0,এই লোকের পুতুল কি লাল করা হয় নাই?, Isn't this guy's doll red?
Vai aivabey Oder jobab detay Hobe kono rokom heregment hole sobai Miley Oder sasti detay Hobe,0,0,0,0,0,0,0,0,0,ভাই এমনিতেই ওদের জব্ব আলাদা হবে কোনো রকম এগেইনমেন্ট হলে সবাই মিলে ওদের সন্তুষ্টি আলাদা হবে," Brother, they'll be different, if there's an aggression, they'll be satisfied together."
Ei lok kothay ace khobor din taratari se desodrohi,0,0,0,0,0,0,0,0,0,এই লোক কোথায় আছে খবর দিন তারতারি সে নির্বাসিত, Tell me where this guy is. He's exiled.
Onara sotto kota bolachan,0,0,0,0,0,0,0,0,0,ওরা সত্য কথা বলেন, They speak the truth.
He is NOT BNP leader.. Please STOP shuch bulshitting... No more chandabaji...This BD protidin is an Awami propaganda machine..Please STOP,0,0,0,0,0,0,0,0,0,তিনি ননট বিএনপি নেতা.. প্লিজ স্টপ শশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশশসসসসসসসসসসসসসস,He is non BNP leader.. please stop shshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshshhhhhhhhh
Ader agy bicar kora drker,0,0,0,0,0,0,0,0,0,এদের আগে বাইক করা দরকার, They need to get a bike first.
Eder protteker sorboscho shasti deowa hok,0,0,0,0,0,0,0,0,0,এদের প্রধান নির্বাহী শাস্তি দেওয়া হোক, Punish them Chief Executive
He abar koi take utlo jageya😂😂,0,0,0,0,0,0,0,0,0,সে আবার কই তাকে উপরে যাগেয়া😂😂, Where is he going to go up there?😂😂
